FST,DPS,DISTANCE,DEPTH_F,HLI_F,CTI_F,DEPTH_T,HLI_T,CTI_T,hli,cti,dd5,err27,rsp,ridge,hab_ratio
0.175159,0.37533,6895.820001,2.000000001,1210,6.526194999,4.999999998,1315.000001,11.247303,2175.920001,5.179999999,484.53,0.43,45.96,0.09,0.000416667
0.092416,0.14467,1351.54,12.69999999,1285,12.42983821,2.000000001,1210,6.526194999,1994.000001,5.950000003,561.4,0.41,37.34,0.02,0.000192308
0.241587,0.27656,1563.640001,0.25,1606.000001,7.547778601,2.000000001,1210,6.526194999,2174.07,5.109999999,540.9800002,0.42,42.62000001,0.03,0.000204082
0.286261,0.40289,8818.939997,2.000000001,1210,6.526194999,3.350000001,1352.000001,7.438544299,2009.050001,5.710000002,515.4500002,0.4,45.25999999,0.03,0.000208333
0.147459,0.15483,808.7799997,16.97,1305,12.3458347,2.000000001,1210,6.526194999,1784.550001,5.57,572.19,0.45,40.92,0.03,0.00012987
0.273387,0.49531,8457.819998,2.000000001,1210,6.526194999,22.85999999,1303.999999,8.041725198,2002.169999,5.890000002,492.3899998,0.39,39.29000002,0.05,0.000243902
0.202716,0.36458,3287.3,2.000000001,1210,6.526194999,24.29999999,1316,12.25486279,2164.21,5.35,520.8200002,0.41,47.92999999,0.02,0.000185185
0.159129,0.39645,7547.339998,2.000000001,1210,6.526194999,4.020000001,1286,5.945085001,2122.55,5.129999999,508.7500001,0.4,48.04999998,0.09,0.000181818
0.1758,0.52309,5061.069998,2.000000001,1210,6.526194999,5.999999999,1310,9.210340498,2051.980001,5.519999998,506.5000002,0.4,44.24999998,0.05,0.000188679
0.049145,0.11482,1747.160001,5.700000001,1174,4.995123402,2.000000001,1210,6.526194999,2130.93,5.129999999,566.6299998,0.55,50.15999998,0.1,0.00016129
0.077526,0.28228,4414.3,2.000000001,1210,6.526194999,3.08,1332,17.5767098,2004.889999,5.530000003,543.4400001,0.41,43.78,0.02,0.000181818
0.13829,0.34762,6958.170002,3.890000001,1548,9.763032001,4.999999998,1315.000001,11.247303,1792.490001,4.82,465.2599999,0.47,53.68000002,0.11,0.00025
0.04758,0.16524,628.4499998,12.69999999,1285,12.42983821,3.890000001,1548,9.763032001,1925.000001,4.780000002,503.5400001,0.47,57.19,0.04,0.000238095
0.173622,0.25417,733.0400003,0.25,1606.000001,7.547778601,3.890000001,1548,9.763032001,2062.04,5.969999998,489.4500001,0.43,29.39999999,0.08,0.0003125
0.272095,0.41169,9261.460004,3.890000001,1548,9.763032001,3.350000001,1352.000001,7.438544299,2278,5.04,477.7100001,0.42,52.30999998,0.11,3.333333332
0.130406,0.18065,453.1100002,16.97,1305,12.3458347,3.890000001,1548,9.763032001,1974.68,6.809999999,562.4200001,0.43,15.93,1.00E-04,0.000232558
0.275922,0.48235,8548.520004,3.890000001,1548,9.763032001,22.85999999,1303.999999,8.041725198,1726.790001,5.319999998,474.5700001,0.46,54.49000002,0.12,0.000227273
0.211993,0.36171,3524.450001,3.890000001,1548,9.763032001,24.29999999,1316,12.25486279,2413.039999,4.98,480.8999999,0.44,44.04000001,0.11,0.000625
0.205743,0.39583,7973.100002,3.890000001,1548,9.763032001,4.020000001,1286,5.945085001,2181,5.270000002,478.9600002,0.41,43.84000002,0.04,5.555555555
0.2074,0.51042,5274.18,3.890000001,1548,9.763032001,5.999999999,1310,9.210340498,2481.050001,5.12,469.0999998,0.41,45.01999998,0.06,0.000666667
0.023393,0.11773,1501.87,5.700000001,1174,4.995123402,3.890000001,1548,9.763032001,2598.499999,4.659999999,530.86,0.45,41.14999999,0.11,0.000232558
0.118838,0.31987,4888.39,3.890000001,1548,9.763032001,3.08,1332,17.5767098,2039.05,5.999999999,517.71,0.37,35.41,0.04,0.000217391
0.222317,0.39241,7537.04,12.69999999,1285,12.42983821,4.999999998,1315.000001,11.247303,1759.2,5.260000001,486.4599999,0.44,44.59000002,0.04,0.00025641
0.167741,0.37708,7486.63,0.25,1606.000001,7.547778601,4.999999998,1315.000001,11.247303,1837.060001,5.43,502.35,0.41,39.31999999,0.03,0.00027027
0.185596,0.39859,4038.769999,4.999999998,1315.000001,11.247303,3.350000001,1352.000001,7.438544299,1853.7,5.700000001,458.2900002,0.42,42.94999998,0.04,0.000263158
0.309941,0.42292,7332.79,16.97,1305,12.3458347,4.999999998,1315.000001,11.247303,2022.74,5.129999999,469.54,0.46,52.98000001,0.13,0.000322581
0.059987,0.28023,1596.989999,4.999999998,1315.000001,11.247303,22.85999999,1303.999999,8.041725198,1525.22,7.469999999,553.3999998,0.36,47.83000001,0.03,0.000151515
0.204143,0.42058,3660.010001,24.29999999,1316,12.25486279,4.999999998,1315.000001,11.247303,1938.17,6.08,474.5200001,0.41,36.54,0.04,0.0003125
0.049961,0.24375,3149.989999,4.999999998,1315.000001,11.247303,4.020000001,1286,5.945085001,1974.38,5.719999998,450.6099998,0.42,48.83,0.07,0.00025641
0.2339,0.33958,2028.39,5.999999999,1310,9.210340498,4.999999998,1315.000001,11.247303,1554.02,6.250000002,471.1900001,0.41,27.76000001,0.02,0.000227273
0.274083,0.43008,8446.780003,5.700000001,1174,4.995123402,4.999999998,1315.000001,11.247303,2025.72,5.300000002,477.8399998,0.46,50.71000001,0.12,0.00030303
0.152351,0.3607,3526.28,3.08,1332,17.5767098,4.999999998,1315.000001,11.247303,1794.640001,5.319999998,451.92,0.38,46.15,0.05,0.0004
0.116216,0.15344,279.61,12.69999999,1285,12.42983821,0.25,1606.000001,7.547778601,1400.100001,11.38999999,507.0600001,0.36,0.5,1.00E-04,0.000333333
0.307049,0.37362,9889.909995,12.69999999,1285,12.42983821,3.350000001,1352.000001,7.438544299,2263.79,4.999999998,479.3700001,0.42,52.60000001,0.12,3.124999999
0.016678,0.10157,555.2900001,12.69999999,1285,12.42983821,16.97,1305,12.3458347,2073.569999,7.01,552.2699999,0.38,18.21,0.1,0.000212766
0.314981,0.49434,9131.039997,12.69999999,1285,12.42983821,22.85999999,1303.999999,8.041725198,1722.97,5.419999998,492.47,0.44,45.87999999,0.05,0.000217391
0.253357,0.37196,4146.040001,12.69999999,1285,12.42983821,24.29999999,1316,12.25486279,2384.150001,4.939999999,476.8899998,0.46,47.01999999,0.04,0.000555556
0.289375,0.45304,8601.500003,12.69999999,1285,12.42983821,4.020000001,1286,5.945085001,2157.95,5.250000002,480.2700001,0.42,45.17000002,0.04,5.555555555
0.2262,0.4625,5887.799997,12.69999999,1285,12.42983821,5.999999999,1310,9.210340498,2350.67,4.990000001,461.5800001,0.43,52.66,0.16,0.000526316
0.03837,0.13106,1027.11,5.700000001,1174,4.995123402,12.69999999,1285,12.42983821,1603.08,6.379999998,517.35,0.46,34.37,0.05,0.000196078
0.135401,0.31283,5515.169999,12.69999999,1285,12.42983821,3.08,1332,17.5767098,2083.400001,5.96,518.3400002,0.38,38.40999999,0.1,2.000000001
0.416259,0.43818,9944.579999,0.25,1606.000001,7.547778601,3.350000001,1352.000001,7.438544299,2161.68,5.210000001,462.5599999,0.44,54.45999999,0.11,0.000294118
0.26719,0.1875,800.57,0.25,1606.000001,7.547778601,16.97,1305,12.3458347,2002.18,8.190000001,536.0800002,0.36,20.13999999,1.00E-04,0.00027027
0.321491,0.50388,9082.990004,0.25,1606.000001,7.547778601,22.85999999,1303.999999,8.041725198,1742.89,5.610000003,510.1400001,0.4,42.33000002,0.02,0.000243902
0.310281,0.40587,4168.659999,0.25,1606.000001,7.547778601,24.29999999,1316,12.25486279,2070.2,4.889999998,464.1599998,0.45,53.10999998,0.07,0.000322581
0.354321,0.51667,8653.390003,0.25,1606.000001,7.547778601,4.020000001,1286,5.945085001,2137.839999,5.290000001,461.98,0.43,50.99,0.08,0.0003125
0.3402,0.42708,5888.269998,0.25,1606.000001,7.547778601,5.999999999,1310,9.210340498,2203.49,4.899999999,458.5000001,0.42,50.08999998,0.1,0.000588235
0.283135,0.24,1228.36,5.700000001,1174,4.995123402,0.25,1606.000001,7.547778601,1578.040001,5.860000002,522.6799999,0.38,23.82,1.00E-04,0.00015873
0.294224,0.4224,5591.539999,0.25,1606.000001,7.547778601,3.08,1332,17.5767098,2315.79,5.300000002,497.6500002,0.41,46.18,0.06,0.000285714
0.378447,0.42681,9501.989997,16.97,1305,12.3458347,3.350000001,1352.000001,7.438544299,2184.960001,5.750000001,501.6299999,0.4,41.14999999,0.03,0.000222222
0.23094,0.37946,3584.420001,22.85999999,1303.999999,8.041725198,3.350000001,1352.000001,7.438544299,1656.89,5.640000003,472.72,0.43,51.2,0.04,0.000222222
0.368631,0.61492,5808.970002,24.29999999,1316,12.25486279,3.350000001,1352.000001,7.438544299,1978.38,6.139999999,449.0400002,0.38,38.45,0.07,4.999999998
0.210501,0.3497,1293.33,4.020000001,1286,5.945085001,3.350000001,1352.000001,7.438544299,1646.539999,6.150000001,464.65,0.39,43.84000002,0.04,0.000294118
0.4056,0.44731,4296.099998,5.999999999,1310,9.210340498,3.350000001,1352.000001,7.438544299,2427.549999,5.250000002,428.9199998,0.39,56.09000003,0.04,0.001111111
0.336837,0.39072,10562.07,5.700000001,1174,4.995123402,3.350000001,1352.000001,7.438544299,2055.119999,5.509999999,517.83,0.42,46.44999999,0.05,0.000217391
0.200602,0.40815,4404.65,3.08,1332,17.5767098,3.350000001,1352.000001,7.438544299,1998.91,5.909999998,486.9200002,0.39,46.27,0.03,0.00025
0.329314,0.47263,8917.510003,16.97,1305,12.3458347,22.85999999,1303.999999,8.041725198,2061.300001,5.610000003,480.73,0.43,47.29000002,0.08,2.631578947
0.262164,0.36887,3831.660001,16.97,1305,12.3458347,24.29999999,1316,12.25486279,2270.250001,5.36,503.9900002,0.41,37.14,0.09,0.000222222
0.342068,0.46875,8219.839999,16.97,1305,12.3458347,4.020000001,1286,5.945085001,2093.319999,5.519999998,496.17,0.4,45.58999999,0.07,0.000204082
0.2182,0.43056,5598.560001,16.97,1305,12.3458347,5.999999999,1310,9.210340498,2032.02,5.36,490.6600002,0.39,38.69000001,0.07,2.941176469
0.088111,0.10717,1116.6,5.700000001,1174,4.995123402,16.97,1305,12.3458347,2024.050001,6.21,531.2700002,0.46,39.94,0.05,0.00025641
0.135384,0.31647,5106.000001,16.97,1305,12.3458347,3.08,1332,17.5767098,1751.26,5.670000001,528.4499998,0.4,47.36000002,0.04,0.000147059
0.195443,0.37078,5189.91,24.29999999,1316,12.25486279,22.85999999,1303.999999,8.041725198,1739.820001,6.21,484.6399999,0.37,37.63000001,0.04,0.000357143
0.089955,0.30846,3204.559999,4.020000001,1286,5.945085001,22.85999999,1303.999999,8.041725198,1434.23,6.259999999,521.8799998,0.38,36.32999999,0.0093458,0.000128205
0.2558,0.32145,3462.890002,5.999999999,1310,9.210340498,22.85999999,1303.999999,8.041725198,1636.690001,6.2,469.6300002,0.39,53.85999998,0.04,0.000322581
0.341447,0.51191,10032.92,5.700000001,1174,4.995123402,22.85999999,1303.999999,8.041725198,2059.149999,5.600000001,484.8400002,0.44,48.31000002,0.11,0.00027027
0.18546,0.44211,4761.79,3.08,1332,17.5767098,22.85999999,1303.999999,8.041725198,2523.59,6.05,468.7199999,0.38,44.23999999,0.08,0.000384615
0.150315,0.4427,4515.830002,24.29999999,1316,12.25486279,4.020000001,1286,5.945085001,2030.76,5.800000003,443.9799998,0.39,39.75,0.07,0.000625
0.1078,0.47166,1775.28,24.29999999,1316,12.25486279,5.999999999,1310,9.210340498,1762.149999,6.190000002,477.7699999,0.37,31.24999999,0.03,0.000285714
0.260441,0.39477,4941.169999,5.700000001,1174,4.995123402,24.29999999,1316,12.25486279,2147.97,5.999999999,513.7900002,0.44,38.45,0.07,0.000185185
0.157907,0.35963,1682.71,24.29999999,1316,12.25486279,3.08,1332,17.5767098,2387.1,5.999999999,462.0700001,0.4,41.66000001,0.15,0.000714286
0.1935,0.38542,3039.95,5.999999999,1310,9.210340498,4.020000001,1286,5.945085001,2027.04,6.290000002,436.9799998,0.39,47.52,0.03,0.0004
0.290821,0.44451,9286.929997,5.700000001,1174,4.995123402,4.020000001,1286,5.945085001,2090.649999,5.189999999,512.4299998,0.43,45.31999999,0.04,0.000178571
0.086161,0.35485,3137.08,3.08,1332,17.5767098,4.020000001,1286,5.945085001,1926.8,6.13,474.1499998,0.38,46.53000001,0.17,0.000172414
0.2582,0.47553,6711.32,5.700000001,1174,4.995123402,5.999999999,1310,9.210340498,2116.870001,5.290000001,499.61,0.41,40,0.09,0.00025641
0.1176,0.51006,1602.92,3.08,1332,17.5767098,5.999999999,1310,9.210340498,2186.749999,6.270000002,475.2299998,0.33,34.57,0.03,0.000416667
0.101259,0.29083,6157.870003,5.700000001,1174,4.995123402,3.08,1332,17.5767098,2116.679999,5.309999999,543.5100002,0.45,48.95,0.06,0.000188679
